"","","","","","","","","target"
"1",-1.61904216175732,0.449842962519307,-1.77421493256657,-0.0435034886778615,0.0671794004693693,0.913421470806072,-0.161287412409261,5
"2",-0.798872047422596,1.85549270846123,-0.912383785886779,-0.547888772346246,-0.0183874014529106,-0.929824685865712,-1.00913450246668,5
"3",-0.748246139418059,0.881131812885996,-1.17153427069089,-0.410788574486291,-0.0435360063576221,-0.401511234289051,-0.53929297515268,5
"4",2.35694260733974,-0.269818226571416,0.243551390896696,0.928218466324233,-1.49860975425067,0.131276912271886,0.344077986081542,6
"5",-1.61904216175732,0.449842962519307,-1.77421493256657,-0.0435034886778615,0.0671794004693693,0.913421470806072,-0.161287412409261,5
"6",-1.58322087572398,0.568157753123421,-1.53819467779716,-0.0235603231763726,-0.109854650649277,0.993166453870488,-0.10996081622342,5
"7",-1.10112361713362,0.607301320976202,-1.07586632539101,0.344010560053491,-1.13304300741396,-0.174678274214455,0.26088169410775,5
"8",-2.24801147735514,-0.417139906140994,-0.986283084484948,0.00147795270202814,-0.780107887128693,-0.286158432285934,0.131620253160182,7
"9",-1.08657616344375,-0.309271276774743,-1.51756606113087,-0.00303327295370923,-0.226528141944773,0.512371652928703,0.249377742543244,7
"10",0.654596700801712,1.66524924806038,1.20832680449139,0.823819476784318,1.7177449105479,0.477126588100957,0.229775599211274,5
"11",-1.12485390989646,0.859799015171886,-0.772504470267183,-0.464160465398709,-0.932202226877656,-0.201968996143385,0.715872746824783,5
"12",0.654596700801712,1.66524924806038,1.20832680449139,0.823819476784318,1.7177449105479,0.477126588100957,0.229775599211274,5
"13",-3.02591462659553,0.49322992402609,-0.220447478589018,-0.594467554996314,-0.343152349764587,0.295477486861518,0.624400284264221,5
"14",1.53840529893791,-0.235700228144621,0.0467097076057398,-3.79129172390448,0.726267363906994,2.19846068698928,-2.01434166022428,5
"15",1.56496881594526,4.79420423114426,1.41191232774054,-1.36115599339662,-0.199348370395956,-0.402358082572406,-0.519426273282905,5
"16",1.62092778637706,4.77905925137748,1.51778994010141,-1.40900062622904,-0.102953815875132,-0.238083445204837,-0.671754079406603,5
"17",1.17429457532864,1.14346314171989,2.39279051492468,-0.145789844452799,-1.2901235851562,0.41858727819267,0.0897249850244456,7
"18",2.69438299798339,1.21441244571059,-0.12494110549081,-6.37141450006971,1.12926520231209,-0.777740745058582,0.691541548617553,5
"19",-0.722253767565476,0.503677476289837,-1.74668204515397,0.639885292019955,0.89884359322101,0.478671327571542,1.21274639219447,4
"20",3.33429289080348,0.753129905183004,0.456839523326732,-5.13939196992555,0.259201542882949,-0.755651936338708,1.92972560105753,6
"21",0.623517675481225,0.440379282657536,0.981572031966612,0.625092013159591,-1.56224586865122,0.990970670692986,1.12936956325727,6
"22",-0.20587825463846,0.967701690631243,0.454160107119862,0.134359239636331,-0.338600499732539,1.53122835144386,0.413095843955831,5
"23",0.696170115845343,-0.397270886423916,-0.25596270088937,-1.52328652564523,-0.543059798408538,0.587533794290196,0.0424534457212596,5
"24",0.0530574202963546,0.415933190284875,-0.932347333365261,0.254477352855478,-0.930496440749623,-0.336277256466919,0.601758839452307,5
"25",-0.878249071177608,0.380938430366112,0.0712089891312729,-0.155117217457651,-0.233489882514822,1.07304643071346,0.780995898569958,6
"26",-1.16428979333877,-0.610536002921929,-0.567568370279063,-0.415364228974389,-0.990831939751708,0.652914344156339,1.29653711767062,5
"27",-0.239373341846719,-1.19420173953006,-0.997600852970388,-0.167326372572642,-0.596667162681739,0.470613969448057,1.01932763592233,5
"28",0.696170115845343,-0.397270886423916,-0.25596270088937,-1.52328652564523,-0.543059798408538,0.587533794290196,0.0424534457212596,5
"29",-1.73467998847513,0.587764607769038,-1.57697013357639,-0.154540284240628,-0.0704439815189095,0.599846673125401,-0.0483102338741315,5
"30",-1.32199395048521,-0.411077619631279,-1.53853149778952,-0.240595661439113,0.0614861605824587,0.246687528343892,0.0204353397991375,6
"31",-1.55926447255412,1.16141028503859,-0.273602272809453,-0.116541315134813,-0.279770743802329,-0.543202346176514,0.138370865854878,5
"32",-1.80496949986128,0.670520648334676,-0.490373812531547,-0.313022320968551,0.570020160829397,-0.0318388608291304,-0.0734609060123441,6
"33",-0.0895495916398514,1.56378605403252,-0.194922406578041,-0.148466855543792,-0.841923190041208,-0.768249259905948,-0.498282010338277,5
"34",-0.0866466798403433,4.39645140517771,0.594643013411215,2.78907128401401,3.68758587469225,0.685032706801828,1.5954862763616,6
"35",-1.08376583090544,0.0620397955558289,0.0442874185504089,-0.635666275280616,-0.896495572636911,0.762561266108365,1.97190706166596,5
"36",-0.561497424531308,0.518622905824222,-1.94067709115927,0.928613207476927,2.03064057634029,0.588237744166402,0.766239227831836,6
"37",-0.827916162013103,-0.988813405426779,-1.1712293896285,0.0483847536148503,0.779161478728349,0.304088942225163,-0.0368316477756333,6
"38",0.433915830430087,-0.549532580006938,-0.111634414148366,-0.114923206953063,-0.636231348846378,0.711630471215531,0.349851975057085,7
"39",-2.98578620610801,0.318390580172613,-2.4292953078021,-1.96325959899251,0.794443536024105,-1.69492753739566,0.142246199649032,4
"40",0.764125094199447,1.05920574729127,1.01818716623308,0.589659767450865,1.76085722831731,0.646579666621321,0.423845245100366,5
"41",0.764125094199447,1.05920574729127,1.01818716623308,0.589659767450865,1.76085722831731,0.646579666621321,0.423845245100366,5
"42",0.350780212686318,0.714944070180988,-1.0599691043669,0.535128373433766,-0.391183696168908,-0.184367011986449,0.388703211824841,4
"43",1.40092659426325,-0.198386379193701,-0.666054414655503,-4.4070129575271,1.84254774644353,-1.11241297146231,1.70684472449331,6
"44",0.36169978662309,-0.680405359877392,-0.0526660543042641,-1.75989250439559,0.845017481205758,1.1798668364971,-1.84538154599484,5
"45",-2.14138073365005,-0.594210225536199,-1.80437095790331,0.1840802387733,-0.0938959227383676,0.712235323919557,0.191055834882515,5
"46",-4.27763634819539,-1.27339755973136,1.87279770762182,0.138553891641241,1.28649870418148,0.591435048816303,0.0292330161547849,4
"47",0.233176133011607,2.48415007208651,-0.440853188551243,-0.91709880557516,-0.499621581660941,-0.964970017508604,-0.951095382552359,5
"48",1.23269288191736,-0.670381860952582,-0.0817425958468494,-0.218222343986991,-1.11530594494355,0.30010473194223,1.33083515409572,5
"49",-0.939021447148988,-1.07333549994044,-0.923882016753642,-0.147190136836895,-0.816128628286393,0.816346137199389,1.31730419691944,5
"50",-0.657663718538315,0.460570305086337,0.706797105993478,-0.307535619776394,-1.70837996079445,0.531749595614922,1.51308535873865,5
"51",0.588170449077228,-0.551683282761442,-1.6598699522891,-0.481855648182969,-0.567851013190824,-0.00273767569718869,-0.4222087142335,5
"52",-1.56066246185716,-0.539455591959397,-1.02026624118092,-0.34100774118968,-0.114049585939138,0.798777975331726,0.683907044525547,6
"53",-1.52091199350912,-0.7231572418082,-1.03620870535448,-0.395825237472969,-0.17079758079573,0.824161242224099,0.724388072966709,6
"54",0.846201222742189,2.12320489459137,1.09341293172708,0.708984678377797,-1.35955114628326,-0.160331549199665,0.681279014434497,5
"55",-0.254817098201048,1.46105664109679,0.909456753894686,-0.340120158572009,-0.596852277870728,-0.838795886444697,0.375971001075993,6
"56",-0.711157404642978,1.51002536361303,-0.812192119289432,0.611172977911078,0.382635433066787,0.244420266056024,0.382326175001355,5
"57",2.30032457757324,-1.28496870667954,-0.819201845579704,0.828012067981769,-0.276579330149612,-0.377979099106869,0.721013034071468,5
"58",0.313023555199972,4.20661111663829,1.20754514297954,-0.000809020710950584,0.566752950734385,0.155662765202213,-0.182116044975473,5
"59",-0.752954489415558,0.569300437580515,-0.496221979793559,0.224286275539416,-0.0853794575641155,0.521116618262659,-0.0811843896712536,5
"60",-0.517774114785033,-0.258777503669997,-0.316209444261939,0.28561920077782,-0.534892080766746,0.750095335524502,1.23964621670451,6
"61",0.532677683502323,0.437618826898592,-0.128855046674996,0.259192976364898,-0.621777629622214,1.33750147331645,0.456422727413976,5
"62",0.703384718090945,1.79632752362046,0.148424549677049,-0.857973358884252,-1.0552258225576,-0.665604635586812,-0.188465179420685,5
"63",-0.697309691029034,-0.0413214630906422,-0.825730414884577,-0.287151615602954,-0.376130928100733,0.657521278758481,0.420994501874239,7
