"","","","","","","","","","","","","","","","","","","target"
"1",-2.8868868466287,0.968544226314845,0.412031743968827,-0.77912631027357,2.54039346477093,-0.767984855676349,1.37701204920894,-1.75857787225884,0.474753237808371,-0.393409853453566,0.269546859558585,0.686357282287639,0.698828814614487,0.695591596134466,-0.321177470802528,0.909482123925366,0.0138398916457423,1
"2",-2.87287770073374,1.0414349646255,0.259185456745541,-0.916862886984526,2.04744990872116,-0.573367915520804,0.236920737515139,0.210336210487131,-0.801674442947541,0.31449931449919,-0.427312178968489,-1.08212859813317,0.475341836498902,0.457036322395291,0.0969353609834771,0.845641929023266,1.02117582450888,0
"3",-2.83300606017932,0.760697425946105,0.478558902511736,0.222806001975052,0.88786563838766,-0.423559735212143,-0.908808988108758,1.81858519742894,-1.58019172971942,1.13977074795209,-0.809436107572704,-0.831113082679988,0.163767215992358,-0.145525992965668,0.15605068357405,1.19071814068102,0.0510009525171612,0
"4",-2.83669388672747,1.06316192990445,-0.197043957238158,-0.261212553916925,-1.71149021749184,0.825217065444324,0.848749954875232,-0.400982658670684,0.581802934346817,-0.769573346568971,-0.506974560827503,-1.23878700423938,0.531873657361317,0.142851399526014,0.0611714723255484,0.589979633862897,0.91853424673034,0
"5",-2.62718198285616,0.43729457061824,0.61215920544569,2.00757726084688,-0.592301093883732,-0.830891162243149,-0.270759606949923,-0.124401385944472,-0.33486491819934,0.053209825454752,0.0973938202515116,1.3634735940107,0.61502926840199,0.768676154762197,-0.637780201673316,0.828638327948762,1.037995715847,1
"6",29.9604733678666,32.87215931519,20.7138625959279,1.77972004393997,3.85066574677813,9.82495160562002,-0.908238447943904,0.886476296885667,1.19696748500314,-0.131369814514755,-1.99328198364542,-3.94396823505199,-6.56584785597766,5.82634948720491,-16.1806343167351,-1.10363157469932,-2.28113721979404,292
"7",-0.983718587722735,-0.0924874913855069,-0.040862893259418,-0.782443027264522,-0.737145033198049,1.22932144321539,-0.164667296623148,1.58758653697108,-0.545783915093115,-0.957240242719828,-0.0155468658290101,0.310287428553208,0.525785988128283,0.0959428997783273,0.051632144496905,-0.312117268837215,0.722848248337446,0
"8",-0.997839407638868,-0.0301162698372295,-0.0120210709811913,-1.42295528593801,0.185971239703451,0.97931397014837,-1.4993379834041,1.6324534156223,1.17365674360844,-0.197189985481919,0.42859031617326,1.21683915699071,0.819834507213956,-0.00606057216937052,0.248269212730676,0.623532541579771,0.141855543861718,0
"9",-0.959940683503254,-0.114023984176838,0.398840427332694,-1.1020369137725,2.31347771362846,0.0170128472469349,0.226789680383673,0.603277734257737,-0.687979121746382,-0.533813763253219,-0.511561649429426,-0.86403862341158,0.491590641191695,-0.160608620369444,0.388112520346007,0.382950269783785,1.22026855681827,1
"10",0.724771094549608,0.649080319389145,1.72601040089627,-2.0097795463306,1.07167763363954,-3.78374088628421,1.72674969016167,1.71813939229975,0.386415489243621,0.436552124913332,-0.0220856585919269,-1.25331045157574,0.375584158546992,-0.885903662335249,-0.266883896464318,0.958115404294333,0.847582399414543,47
"11",-0.954292898569638,-0.141406859147221,0.466648459162071,-1.03512890539923,2.36839481007098,0.00774651735198659,0.282922235839369,0.586358004781931,-0.646281506668619,-0.368595528562006,-0.479724610643887,-0.867797079210414,0.522870960151766,-0.212841613955298,0.435741787984412,0.53837268280985,1.07822031167721,0
"12",-0.984759534904522,0.0616450751661639,-0.19995082243533,-1.62688271738193,0.00202182695186395,0.944153804302975,-1.65179711697996,1.69734124613714,1.06309374731795,-0.659654640584952,0.344192354394892,1.1751588602069,0.735184954586073,0.378960924918641,0.20370883690376,0.146844095711747,0.493911078802513,0
"13",-0.980703122947094,-0.0224561917663525,0.0134837843463165,-1.43037385023574,0.189228806129999,0.935441266905642,-1.45328501046653,1.64486739428727,1.19100702608693,-0.197927259435711,0.424988616924905,1.31745644838669,0.806781679646728,-0.516527996857549,0.0483623177339035,0.737704816478704,0.20591299021919,2
