"","","","","","","","","","target"
"1",3.67656813434686,-0.545177629027905,-0.930326898205109,1.13528884947191,0.2927737476837,-0.891507344211114,-0.204643122031081,-1.02507890073801,6
"2",-0.64452203103016,0.430725971330549,-0.356294322475693,-0.998940308698341,0.714144992484114,-0.483634643983112,-0.436953188939887,0.584870490398388,6
"3",0.155274695134178,-1.1896784710012,-0.0175297327455282,-0.270153625630012,0.367734022216166,-0.500602857013388,-0.554262010759804,0.974802660215209,6
"4",1.45522551232421,0.0996700023488923,-0.00195618573509571,0.423028112290355,0.469830870444264,0.769217513154137,0.197681747224686,0.601591118816922,6
"5",1.45522551232421,0.0996700023488923,-0.00195618573509571,0.423028112290355,0.469830870444264,0.769217513154137,0.197681747224686,0.601591118816922,6
"6",0.155274695134178,-1.1896784710012,-0.0175297327455282,-0.270153625630012,0.367734022216166,-0.500602857013388,-0.554262010759804,0.974802660215209,6
"7",0.0738288699752342,0.829234382931944,-1.37988666730507,0.0577537235664772,0.403144893681287,-0.38232970207834,0.699487311371554,-0.0733755569651978,6
"8",3.67656813434686,-0.545177629027905,-0.930326898205109,1.13528884947191,0.2927737476837,-0.891507344211114,-0.204643122031081,-1.02507890073801,6
"9",-0.64452203103016,0.430725971330549,-0.356294322475693,-0.998940308698341,0.714144992484114,-0.483634643983112,-0.436953188939887,0.584870490398388,6
"10",-0.558606539256519,-1.3265942565805,0.914393839661709,-0.149777067071515,0.108524481933554,0.0620127521083971,-0.238808243180454,1.21843254281975,6
"11",-2.25292155147428,-2.61480628983105,0.559374536596165,-0.490176983153941,-0.662356054355867,-0.746364947500893,0.388588467372513,-0.292596254647708,5
"12",-0.0316228502356651,-1.99078110038729,0.577299993576141,-0.339250201475407,0.0579926422207065,-1.26744578643169,0.286496079434984,1.13401743320527,5
"13",-1.59626618951388,-1.3513023687188,1.25662062413789,-0.848983800984078,0.227974701578305,-1.31577361209498,0.652503208560701,0.350392615426282,5
"14",-1.57815649649196,1.51709026234205,2.06193287975072,0.125550174981218,0.196866038929838,0.551523101828242,-0.803837607444727,0.861483500555717,7
"15",3.65770826363811,-1.84787893650185,0.416054849128195,-0.347182920178706,-2.26751892221288,-1.40865611417939,-1.2231141262031,-0.99253480733782,5
"16",-1.71938994113248,0.0360395953481759,1.33277852677984,0.0681797191660013,0.327787457367212,-0.348863753997929,-0.00400473693249778,-0.072373098568717,7
