"","","","","","","target"
"1",3.67656813434686,-0.545177629027905,-0.930326898205109,1.13528884947191,0.2927737476837,6
"2",-0.64452203103016,0.430725971330549,-0.356294322475693,-0.998940308698341,0.714144992484114,6
"3",0.155274695134178,-1.1896784710012,-0.0175297327455282,-0.270153625630012,0.367734022216166,6
"4",1.45522551232421,0.0996700023488923,-0.00195618573509571,0.423028112290355,0.469830870444264,6
"5",1.45522551232421,0.0996700023488923,-0.00195618573509571,0.423028112290355,0.469830870444264,6
"6",0.155274695134178,-1.1896784710012,-0.0175297327455282,-0.270153625630012,0.367734022216166,6
"7",0.0738288699752342,0.829234382931944,-1.37988666730507,0.0577537235664772,0.403144893681287,6
"8",3.67656813434686,-0.545177629027905,-0.930326898205109,1.13528884947191,0.2927737476837,6
"9",-0.64452203103016,0.430725971330549,-0.356294322475693,-0.998940308698341,0.714144992484114,6
"10",-0.558606539256519,-1.3265942565805,0.914393839661709,-0.149777067071515,0.108524481933554,6
"11",-2.25292155147428,-2.61480628983105,0.559374536596165,-0.490176983153941,-0.662356054355867,5
"12",-0.0316228502356651,-1.99078110038729,0.577299993576141,-0.339250201475407,0.0579926422207065,5
"13",-1.59626618951388,-1.3513023687188,1.25662062413789,-0.848983800984078,0.227974701578305,5
"14",-1.57815649649196,1.51709026234205,2.06193287975072,0.125550174981218,0.196866038929838,7
"15",3.65770826363811,-1.84787893650185,0.416054849128195,-0.347182920178706,-2.26751892221288,5
"16",-1.71938994113248,0.0360395953481759,1.33277852677984,0.0681797191660013,0.327787457367212,7
"17",-1.33597051378898,0.972994242410887,-2.94394867258428,-0.264219411273159,0.0644587000061974,6
"18",-3.04366320686587,0.0366870130662441,-1.57078320333776,-0.619623976934815,-2.34253806351891,8
"19",-0.977699148392843,-0.933956955198843,0.415445028932821,-0.476478449342363,-1.2853194361675,6
"20",0.295191914195026,0.941305893692666,-1.20805562101524,0.0808634384595081,0.320316610239284,5
"21",-3.04366320686587,0.0366870130662441,-1.57078320333776,-0.619623976934815,-2.34253806351891,8
"22",-1.72785646929936,-0.651053645243374,-0.633353684922392,0.175458510192235,0.486856026746084,7
"23",-0.743791235997643,0.841486278325935,0.927567815354441,-0.487117786403003,0.440070287817209,8
"24",0.391848394422406,-0.247932411069911,-3.13714063487829,-2.2992118430976,-2.15102139948171,5
"25",-0.471491355883612,0.507398022956011,0.235494759426152,-1.00825748843801,0.800467625111478,6
"26",1.8602158659117,1.15879264295599,0.684945854154177,0.666303433250042,-0.72354590420332,6
"27",-0.536164189720295,0.853681557544886,0.542993770524245,-0.447465790598356,0.774260752598899,6
"28",0.516894869179365,0.522408324438221,0.297017088999537,-0.443594862071048,0.084228024161931,6
"29",-1.37996561446427,-1.18851729534993,0.841853699330502,-0.72873453721848,-0.281059363647391,6
"30",-1.66172439297624,-0.375058270279313,1.17771588506587,-0.595000877680943,-1.84158473868257,7
"31",1.220876500411,-1.41169975899873,0.263836231023008,-0.193793856774139,-0.0671209948094773,6
"32",-1.85758087005243,-1.19218219696519,0.446725674787096,-0.33932300363528,1.93583732584473,6
"33",-1.1057648891914,-0.873880987346448,0.256551238641614,-0.260903372654676,0.429654579341096,6
"34",-0.285128571839682,1.33364672898975,1.27807651541592,-0.0958611199818934,1.79248121369963,6
"35",0.783833860324369,1.6141576766861,-1.53913012672724,0.875283539038926,0.950920453301603,5
"36",-1.70918676641981,-1.1399154849683,0.296262489120123,-1.2722888771242,0.113871823380899,5
"37",-0.319392960643822,0.422782789969314,-1.76600031922259,-0.117268897823925,0.209323548821382,5
"38",-1.1703299196633,-0.6628684076128,-0.751493129495888,0.309885734216763,0.133193890322205,6
"39",3.11997568455606,-0.348878343829963,-0.722917735497837,0.786504981802733,1.21917063462399,5
"40",3.11997568455606,-0.348878343829963,-0.722917735497837,0.786504981802733,1.21917063462399,5
"41",1.96641234953002,-0.0714074851679862,-0.061717223055064,-3.30086257934749,2.50265082704927,6
"42",2.00168925255451,-0.149256208273744,-0.229175307344294,-3.25647586292191,2.52218684162439,6
"43",0.855643030852463,-0.140280427477506,-0.965673587251748,-0.718596227595898,0.354556077854068,6
"44",-0.0950548443515225,0.653765974471153,0.313081294896354,-0.881460202483396,0.497645773625868,6
"45",-0.0576466264545809,0.69481420392147,0.352990598807718,-0.951878193417906,0.583318560076525,6
"46",0.150935406251235,-0.181695120090468,0.959771402920714,-0.496202067058632,0.396010581126829,7
