"","","","","","target"
"1",-2.8868868466287,0.968544226314845,0.412031743968827,-0.77912631027357,1
"2",-2.87287770073374,1.0414349646255,0.259185456745541,-0.916862886984526,0
"3",-2.83300606017932,0.760697425946105,0.478558902511736,0.222806001975052,0
"4",-2.83669388672747,1.06316192990445,-0.197043957238158,-0.261212553916925,0
"5",-2.62718198285616,0.43729457061824,0.61215920544569,2.00757726084688,1
"6",29.9604733678666,32.87215931519,20.7138625959279,1.77972004393997,292
"7",-0.983718587722735,-0.0924874913855069,-0.040862893259418,-0.782443027264522,0
"8",-0.997839407638868,-0.0301162698372295,-0.0120210709811913,-1.42295528593801,0
"9",-0.959940683503254,-0.114023984176838,0.398840427332694,-1.1020369137725,1
"10",0.724771094549608,0.649080319389145,1.72601040089627,-2.0097795463306,47
"11",-0.954292898569638,-0.141406859147221,0.466648459162071,-1.03512890539923,0
"12",-0.984759534904522,0.0616450751661639,-0.19995082243533,-1.62688271738193,0
"13",-0.980703122947094,-0.0224561917663525,0.0134837843463165,-1.43037385023574,2
"14",-0.935831364833804,-0.206472591213712,0.440909403822916,-0.901080122805851,2
"15",-0.3557430945961,0.245271970723633,0.547858433335208,-1.74036496908814,19
"16",-0.969096925329091,-0.0263659718800503,0.027947707930474,-1.41665521417822,6
"17",-0.916734235048574,-0.267055557727245,0.217491106259465,0.189718199967826,2
"18",-0.89700951472125,-0.23641184948323,0.248201277163126,0.00215885899002921,2
"19",-0.942521083379541,-0.244633521337564,0.255870096207078,-0.0361044926507455,0
"20",-0.827535532521497,-0.546433810075043,0.693380950803731,1.09955775334651,6
"21",5.60855964800707,2.09762841100948,4.91765752293227,-2.43489286522564,236
"22",4.46894733739731,1.47815806717636,4.06374507727836,-1.38654913405565,79
"23",4.02917478760394,1.12457932958244,3.71920681146238,-0.575687618911426,0
"24",5.04558933395877,2.1622677348211,3.44514058541644,-3.00476000663824,34
"25",5.65841828289899,2.40627712042523,4.22827878522057,-3.35366715027673,76
"26",4.81159213283392,1.86919927761787,3.72606257527807,-2.21758758128431,227
"27",5.56761836987329,1.74705638904385,4.76840971982424,-0.613955192919474,86
"28",6.14027182759495,1.67433740779345,5.40574318861673,0.135609696786432,140
"29",4.259977260348,0.505441319227752,4.17715972173978,2.28993145226284,134
"30",-1.08547266412083,-0.722821209089079,0.184477045888223,-0.683892165856387,4
"31",-1.00089795704697,-0.748464052738818,0.226685259837714,-0.511244111461312,4
"32",-0.910178450686277,-0.735773972410338,0.266449651145282,-0.313341506759898,0
"33",-1.07596673811956,-0.760677931723068,0.222135488404379,-0.594559520385637,0
"34",-1.03369313108314,-0.764816680226498,0.244033421633256,-0.545709515192206,4
"35",-1.17912213827862,-0.793127706342666,0.209804714369567,-0.177727876123815,0
"36",-1.05104882074909,-0.81162522140654,0.23055919970144,-0.0913722196691932,0
"37",-1.02895215029751,-0.770710370996117,0.241163081659204,-0.53242621681731,1
"38",-0.988190068377059,-0.819968674150353,0.238355580385525,-0.0521774299840859,0
"39",-0.998761116199733,-0.813458941433744,0.245434426636,-0.0650660260855799,0
"40",-1.0252994460798,-0.812785639405021,0.269907917165109,-0.307537613959376,0
"41",-1.08849714826965,-0.786431814010896,0.270934510832642,-0.467230207321012,10
"42",-1.0261534944937,-0.815682202090253,0.26122195688195,-0.156113322299338,0
"43",-0.092629746011933,-0.416723816897803,0.986562864559007,-0.533491335046512,15
"44",-1.02306291863059,-0.831069780481755,0.313318617095593,-0.239091059564742,0
"45",-0.850240610355596,-0.745833464263278,0.454145367307791,-0.395899337053753,67
"46",-1.02962668542967,-0.818691423574113,0.304975856820722,-0.334067016440395,0
"47",-1.05510251770019,-0.813082901834088,0.299510750534096,-0.166016525892499,1
"48",-0.197612799612711,-0.448433955922127,0.915062290498305,-0.655980643272913,74
"49",-0.975807122931136,-0.822710232518921,0.309250439959702,-0.161010906110999,2
"50",-1.02542894598053,-0.867081663100452,0.329383554843874,0.0719788506837323,1
"51",-0.988892402830504,-0.874135358470556,0.323358444546462,0.0771207157290229,0
"52",-1.00539230205423,-0.854194135307312,0.156648956114126,-0.153781571598548,9
"53",-1.00375993220619,-0.883326830254537,0.192334602257396,-0.0213677297245294,2
"54",-0.999953603463458,-0.902967864408637,0.216143782394764,0.0684066216207761,27
"55",-1.00567997852068,-0.94441678280291,0.267787947014136,0.293255841674745,0
"56",-1.02839196009844,-0.902700390593707,0.223960092766792,0.0833366460011484,0
"57",-1.0262257446233,-0.927686604740579,0.242986555324137,0.225995926881398,1
"58",-0.998898107235389,-0.937833324128651,0.269915749734494,0.283521313728147,0
"59",-1.00564325794659,-0.94603374124047,0.273119799014382,0.276130714781632,1
"60",-0.990360042872543,-0.958467501894945,0.285895470740192,0.331050422752617,1
"61",-0.998754636827954,-0.955752749075077,0.284803097952794,0.322894277275505,2
"62",-0.983222682176683,-0.940683119681113,0.25529352198086,0.269499045020255,0
"63",-0.978849025070508,-0.968651872225189,0.297657627736322,0.380522485789405,0
"64",-1.06877412527149,-0.485030016721172,-0.564190404692331,-1.39366598790373,0
"65",-1.12350276652154,-0.582904494912819,-0.489364231939076,-0.679488552729956,0
"66",-1.1145484214339,-0.493957594044586,-0.497957091001543,-1.38064201787333,0
"67",-1.07904875717594,-0.590882322476398,-0.550123364795336,-0.487602468703075,0
