"","","","","","target"
"1",-3.30437018749004,-3.78319135504226,-4.58077945292266,1.92978348024874,410
"2",2.82551810850305,4.38338956034161,-2.68612044673944,2.91899410377438,1000
"3",-7.91987778487574,1.78304165875197,0.189075820658409,2.74042304152608,170
"4",-12.3126787367833,-2.68354755792555,6.44243092714935,0.913352179893155,30
"5",14.4061702281337,-3.11849524819677,-0.474239518686235,4.22157058548495,700
"6",14.3756781704836,-3.16891212607036,-0.438802927593495,4.16442001764833,700
"7",15.9709075060456,-4.27900698413452,2.33915461047003,-2.24500374645905,900
"8",20.6020976382799,-2.82227412014385,3.54458935399973,4.32397098389099,600
"9",-8.95313127222083,-1.06540660196342,1.24646123041708,-0.598532166224771,110
"10",-4.79264278900746,-2.08377825202159,-3.16572836162035,1.77177215268349,190
"11",-7.4278771879758,1.33103895379092,0.425707870949111,-1.35567032682005,150
"12",-4.14886483229487,-3.57753717577012,-2.90992176636554,-1.89387034178488,190
"13",-10.6306062025298,0.0407747624887478,1.77298965754999,2.4384221199624,130
"14",4.7532594826087,4.15926281803316,-1.07510972618112,2.27026020742676,450
"15",12.6524858704446,-1.9485863757183,0.748799732691328,0.854108203938494,520
"16",2.77695405660693,3.67867263502902,-0.295749685031313,-2.08641843729404,380
"17",10.9746853675224,-0.956710274042894,0.744883842839682,-2.82078125558965,590
"18",6.48638256947069,4.33895898574691,0.238951104874478,-0.859728987974114,630
"19",14.2881284640362,-3.28755430148595,-0.142826528286165,4.0542776733051,650
"20",4.78654449758917,4.229009731832,-1.0599673693074,2.34003748819326,450
"21",2.41119562232117,3.60676802291236,-1.88401113867677,2.13713539806645,300
"22",0.343674797054661,3.60574232811806,-0.395973174618225,-2.27842075072053,360
"23",12.6212438987532,-2.1146686688764,0.697046330121776,0.709338670248842,620
"24",2.75889661466621,3.77887739665198,-0.340510185079567,-1.99039833513094,380
"25",4.64991437047244,3.98039894889211,-1.02050623861402,2.07823809202382,370
"26",-2.51030919123244,-3.75235769039666,-2.75694987146631,-2.14099722629896,190
"27",-10.3667880353813,-0.132802429574731,2.14599483274153,-0.197336551521435,90
"28",-7.36795324901761,1.4261576144955,0.405408816784505,-1.24199482022624,160
"29",9.39548804143218,0.457833195108186,0.735612198454294,-2.94193683981765,440
