"","","","","","","target"
"1",3.66440061804622,-0.991619370602922,-3.04518807745491,-1.71368442357287,0.246051519433404,29
"2",4.55536129464631,0.214579696921896,-1.72283200630397,-1.11146649281109,0.980981953894567,26
"3",3.48809423234572,-1.05514245069307,-3.13074712614804,-1.81154718797336,0.296328067899284,19
"4",3.58120001986914,-1.0201200466258,-3.08459029006551,-1.76081732994414,0.270509764364806,22
"5",3.80958095545525,-0.94827444731953,-2.98128809829912,-1.62735991941559,0.199675379458254,23
"6",4.03773717785205,-0.896761191698516,-2.89467115946039,-1.48011031716268,0.115638185614077,23
"7",4.26283327300636,-0.825188647924729,-2.8189547306475,-1.23836573773595,0.0101422065494965,11
"8",3.36776308325683,-1.37687691862571,-3.01845743328045,-1.55989264101268,0.0859568971681776,33
"9",3.45139124503977,-1.34735103607696,-2.97239141386839,-1.50132102131732,0.0569409108554242,36
"10",3.52676667357679,-1.3235390766235,-2.93283791640058,-1.44622010067289,0.0294164138496961,31
"11",3.65984312014119,-1.28787333576873,-2.86816045256155,-1.34371155898626,-0.022778701565163,33
"12",4.95026801363402,0.632132871725024,-1.48745859534978,-1.6246886326833,0.162869190643378,26
"13",4.46880053847195,0.135060610130655,-1.89811437785697,-1.20889871391975,1.04820513420954,27
"14",4.55536129464631,0.214579696921896,-1.72283200630397,-1.11146649281109,0.980981953894567,27
"15",4.7093068712827,0.366750084749572,-1.38925894342876,-0.94283038387619,0.847160163469903,26
"16",4.78798055599035,0.459356043459964,-1.19154658944123,-0.876432108968413,0.738374648977666,27
"17",5.01760712565947,0.081105082519239,-2.4632897338237,0.495098661960434,1.01600294836364,82
"18",3.58120001986914,-1.0201200466258,-3.08459029006551,-1.76081732994414,0.270509764364806,30
"19",3.45139124503977,-1.34735103607696,-2.97239141386839,-1.50132102131732,0.0569409108554242,39
"20",3.2716198015165,-1.41532248207982,-3.0739829236394,-1.62347461025696,0.117589687908911,14.8
"21",3.36776308325683,-1.37687691862571,-3.01845743328045,-1.55989264101268,0.0859568971681776,30
"22",3.56202475894733,-1.31327817451747,-2.91503959247365,-1.41972786832176,0.0160421964296486,35.5
"23",3.59588038443602,-1.30396575256511,-2.89838788287808,-1.39384591685314,0.00289581717880803,23.3
"24",3.65984312014119,-1.28787333576873,-2.86816045256155,-1.34371155898626,-0.022778701565163,18.2
"25",3.71937735110191,-1.2747690226162,-2.84158294972083,-1.29549965876807,-0.0477100497109177,18.3
"26",3.77498591620022,-1.26430986195632,-2.81825720094949,-1.2489886714988,-0.0719699747027717,18.3
"27",3.4899543804618,-1.33485197986916,-2.95190320360646,-1.47338911387304,0.0430400217114318,37.5
"28",3.45596269129749,-1.5804669347921,-2.64524322093023,-1.09618660331039,0.271160552514265,20
"29",-1.89219530136261,2.9954860774691,-0.982057869859514,-0.47181658390692,-0.0350789821253272,76.9
"30",2.02193271601291,1.59659052843987,-1.10615886748089,-0.682382300782613,0.475856703536326,65.3
"31",-0.293818292741017,2.78107147145399,-0.499300966858285,-0.202716985386895,-0.397976585974745,78.6
"32",3.47466524257341,3.92373024958128,-0.262827371552692,1.00419528235424,0.597100455003109,79.3
"33",3.47791786399696,0.209820439851916,-2.18709479949423,0.0183960589557448,0.607993164229617,90
"34",3.47791786399696,0.209820439851916,-2.18709479949423,0.0183960589557448,0.607993164229617,90.5
"35",3.51655459571727,0.68594119057462,-1.55074516746338,-0.594027433842055,1.22679886319461,92
"36",3.53074233680846,0.80304304648726,-1.65706283267538,-0.591828831277218,1.14735026815439,93.2
